Booktitle,Suggested Title,book_author,log_value,library,ISBN,Author,Type,Year Published,Weight,Page Count,Subjects,Places
Polar Bear Night,Polar bear night,Lauren Thompson,2,Main (Oakland),439495245,Lauren Thompson,work,2004,,,"Juvenile fiction,Fiction,Polar bear,Bears,Night,Protected DAISY",
Hop On Pop  Dr Seuss,Hop on Pop,Dr. Seuss,1,East Liberty,9780001720657,Dr. Seuss,work,1963,5 ounces,22,"Stories in rhyme,Children's stories,Nonsense verses,Accessible book,Protected DAISY,In library",
Hop On Pop  Dr Seuss,Hop on Pop,Dr. Seuss,1,Homewood,9780001720657,Dr. Seuss,work,1963,5 ounces,22,"Stories in rhyme,Children's stories,Nonsense verses,Accessible book,Protected DAISY,In library",
Hop On Pop  Dr Seuss,Hop on Pop,Dr. Seuss,1,Homewood,9780001720657,Dr. Seuss,work,1963,5 ounces,22,"Stories in rhyme,Children's stories,Nonsense verses,Accessible book,Protected DAISY,In library",
Hop On Pop  Dr Seuss,Hop on Pop,Dr. Seuss,1,Downtown & Business,9780001720657,Dr. Seuss,work,1963,5 ounces,22,"Stories in rhyme,Children's stories,Nonsense verses,Accessible book,Protected DAISY,In library",
Hop On Pop  Dr Seuss,Hop on Pop,Dr. Seuss,1,Carrick,9780001720657,Dr. Seuss,work,1963,5 ounces,22,"Stories in rhyme,Children's stories,Nonsense verses,Accessible book,Protected DAISY,In library",
Lady With The Alligator Purse,Jump Rope Rhymes (With a Special 8-Foot No-Twist No-Tangle Rope!),,1,East Liberty,9781570541667,The Lady With the Alligator Purse,work,1998,,47,"Jump rope rhymes,Counting-out rhymes,Juvenile literature,Children,Folklore,Accessible book,Protected DAISY,In library",
Dada,Anthologie Dada,,1,East Liberty,No ISBN Found,Dada,work,1919,,,,
The Witch Trade,The witch trade,,1,South Side,439296595,"Molloy, Michael",work,2001,,249,"Witches,Fiction,Juvenile fiction,Magic,Sea stories",
Confectionately Yours Save The Cupcake,,,1,South Side,No ISBN Found,,,,,,,
Fancy Nancy And The Mean Girl,Fancy Nancy and the mean girl,Jane O'Connor,1,Beechview,9780062001771,Jane O'Connor,work,2011,,32,"Sportsmanship,Running,Racing,Vocabulary,Fiction",
Fancy Nancy And The Mean Girl,Fancy Nancy and the mean girl,,1,East Liberty,9780062001771,Jane O'Connor,work,2011,,32,"Sportsmanship,Running,Racing,Vocabulary,Fiction",
Fancy Nancy And The Mean Girl,Fancy Nancy and the mean girl,Jane O'Connor,1,East Liberty,9780062001771,Jane O'Connor,work,2011,,32,"Sportsmanship,Running,Racing,Vocabulary,Fiction",
Fancy Nancy And The Mean Girl,Fancy Nancy and the mean girl,Jane O'Connor,1,East Liberty,9780062001771,Jane O'Connor,work,2011,,32,"Sportsmanship,Running,Racing,Vocabulary,Fiction",
Fancy Nancy And The Mean Girl,Fancy Nancy and the mean girl,Jane O'Connor,1,East Liberty,9780062001771,Jane O'Connor,work,2011,,32,"Sportsmanship,Running,Racing,Vocabulary,Fiction",
Fancy Nancy And The Mean Girl,Fancy Nancy and the mean girl,Jane O'Connor,1,Hill District,9780062001771,Jane O'Connor,work,2011,,32,"Sportsmanship,Running,Racing,Vocabulary,Fiction",
Fancy Nancy And The Mean Girl,Fancy Nancy and the mean girl,Jane O'Connor,1,Hill District,9780062001771,Jane O'Connor,work,2011,,32,"Sportsmanship,Running,Racing,Vocabulary,Fiction",
Taking The Cake,Violet takes the cake,,1,South Side,439872502,Anne Mazer,work,2008,,92,"Fiction,Magic,Sisters,Weddings",
Big Dog And Little Dog Going For A Walk,Big Dog and Little Dog going for a walk,Dav Pilkey,1,Beechview,152003525,Dav Pilkey,work,1997,,,"Dogs,Fiction,Protected DAISY,In library",
Superfudge,Superfudge,Judy Blume,1,Squirrel Hill,440784336,Judy Blume,work,1980,,,"Fiction,Humorous stories,Brothers and sisters,Juvenile fiction,Family life,Behavior,Babies,Family,Children's stories,In library,Protected DAISY,Accessible book,Large type books",New Jersey
Superfudge,Superfudge,Judy Blume,1,Squirrel Hill,440784336,Judy Blume,work,1980,,,"Fiction,Humorous stories,Brothers and sisters,Juvenile fiction,Family life,Behavior,Babies,Family,Children's stories,In library,Protected DAISY,Accessible book,Large type books",New Jersey
Superfudge,Superfudge,Judy Blume,1,Woods Run,440784336,Judy Blume,work,1980,,,"Fiction,Humorous stories,Brothers and sisters,Juvenile fiction,Family life,Behavior,Babies,Family,Children's stories,In library,Protected DAISY,Accessible book,Large type books",New Jersey
My Struggle Volume 1,Lizzie McGuire,Karl Knausgaard,1,Sheraden,9780786846337,tk,work,2003,,,,
The Hitchhikers Guide To The Galaxy,The hitchhiker´s guide to the galaxy,Douglas Adams,1,Sheraden,345391802,Douglas Adams,work,2005,,,,
The Hitchhikers Guide To The Galaxy,The hitchhiker´s guide to the galaxy,Douglas Adams,1,Beechview,345391802,Douglas Adams,work,2005,,,,
The Hitchhikers Guide To The Galaxy,The hitchhiker´s guide to the galaxy,Douglas Adams,1,Beechview,345391802,Douglas Adams,work,2005,,,,
The Hitchhikers Guide To The Galaxy,The hitchhiker´s guide to the galaxy,Douglas Adams,1,Beechview,345391802,Douglas Adams,work,2005,,,,
Pure Soap Making,A treatise on soap-making,,1,Sheraden,No ISBN Found,John Carmichael,work,1810,,,,
Artisanal Soap Making,Como hacer jabones artesanales / How to make artisans Soaps (Emprendimientos) (Emprendimientos),,1,Sheraden,9789875201859,Marcelo J. Almeyda,work,2004,3.2 ounces,61,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Sheraden,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,4,Squirrel Hill,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
I Aint Gonna Paint No More,I Ain't Gonna Paint No More!,Karen Beaumont,1,Hill District,439929970,Karen Beaumont,work,2005,,,,
The Island,"At the General Assembly of the governor and Company of the English colony of Rhode-Island, and Providence Plantations, in New-England, in America",Elin Hilderbrand,1,Squirrel Hill,No ISBN Found,Rhode Island.,work,1754,,,,
The Island,"At the General Assembly of the governor and Company of the English colony of Rhode-Island, and Providence Plantations, in New-England, in America",,1,Squirrel Hill,No ISBN Found,Rhode Island.,work,1754,,,,
The Island,"At the General Assembly of the governor and Company of the English colony of Rhode-Island, and Providence Plantations, in New-England, in America",,1,Squirrel Hill,No ISBN Found,Rhode Island.,work,1754,,,,
The Island,"At the General Assembly of the governor and Company of the English colony of Rhode-Island, and Providence Plantations, in New-England, in America",,1,Squirrel Hill,No ISBN Found,Rhode Island.,work,1754,,,,
Lumberjanes,Lumberjanes Vol. 1,Noelle Stevenson,1,Squirrel Hill,9781608866878,"Noelle Stevenson, Grace Ellis, Brooke Allen",work,2015,,,,
Lumberjanes,Lumberjanes Vol. 1,,1,Main (Oakland),9781608866878,"Noelle Stevenson, Grace Ellis, Brooke Allen",work,2015,,,,
Lumberjanes,Lumberjanes Vol. 1,Noelle Stevenson,1,Lawrenceville,9781608866878,"Noelle Stevenson, Grace Ellis, Brooke Allen",work,2015,,,,
Lumberjanes,Lumberjanes Vol. 1,Noelle Stevenson,1,Hill District,9781608866878,"Noelle Stevenson, Grace Ellis, Brooke Allen",work,2015,,,,
Lumberjanes,Lumberjanes Vol. 1,Noelle Stevenson,1,Main (Oakland),9781608866878,"Noelle Stevenson, Grace Ellis, Brooke Allen",work,2015,,,,
Lumberjanes,Lumberjanes Vol. 1,,1,Beechview,9781608866878,"Noelle Stevenson, Grace Ellis, Brooke Allen",work,2015,,,,
Lumberjanes,Lumberjanes Vol. 1,Noelle Stevenson,1,Allegheny,9781608866878,"Noelle Stevenson, Grace Ellis, Brooke Allen",work,2015,,,,
If You Only Knew,If You Only Knew,kristan higgins,1,Carrick,613161319,Francine Pascal,work,1999,,,,
Invasion Of The Boy Snatchers,Invasion of the boy snatchers,lisi harrison,1,Squirrel Hill,9781415630204,Lisi Harrison,work,2005,,,,
Invasion Of The Boy Snatchers,Invasion of the boy snatchers,Lisi Harrison,1,Squirrel Hill,9781415630204,Lisi Harrison,work,2005,,,,
In The Woods,Wood,Tana French,1,Downtown & Business,9780670038015,Harvey Green,work,2006,,,,
In The Woods,Wood,Tana French,1,Squirrel Hill,9780670038015,Harvey Green,work,2006,,,,
The Complete Sherlock Holmes,Sherlock Holmes,Arthur Conan Doyle,1,Allegheny,090748686X,Sir Arthur Conan Doyle,work,1922,,986,"Children's stories, English,Classic Literature,English Detective and mystery stories,English Short stories,Fiction,John H. Watson (Fictitious character),Miniature books,Mystery and detective stories,OverDrive,Private investigators,Private investigators in fiction,Sherlock Holmes (Fictitious character),Short stories,Specimens,Accessible book,Detective and mystery stories,Protected DAISY",England
Ralph Rucci,Ralph Rucci,Valerie Steele,1,Allegheny,300122780,"Valerie Steele,Patricia Mears,Clare Sauro",work,2007,3.3 pounds,224,,
Isabel Toledo,Isabel Toledo,Valerie Steele,1,Allegheny,300145837,Valerie Steele,work,2009,,,,
Goosebumps The Abominable Snowman,"Goosebumps Boxed Set, Books 37 - 40",,1,Main (Oakland),9780590675673,R. L. Stine,work,1997,1 pounds,,,
Surviving The Angel Of Death The True Story Of A Mengele Twin In Aushwitz,,Eva Moses Kor and Lisa Rojany Buccieri,1,West End,No ISBN Found,,,,,,,
One For The Money,One for the money,Janet evanovich,1,,9780241134801,Janet Evanovich,work,1994,,,,
One For The Money,One for the money,Janet Evanovich,1,Hill District,9780241134801,Janet Evanovich,work,1994,,,,
See Pip Point,See Pip Point,David milgrim,1,Hazelwood,9780689851407,David Milgrim,work,2003,1.6 ounces,32,"Fiction,Bees,Balloons,Mice,Friendship,Robots",
See Pip Point,See Pip Point,David milgrim,1,Lawrenceville,9780689851407,David Milgrim,work,2003,1.6 ounces,32,"Fiction,Bees,Balloons,Mice,Friendship,Robots",
See Pip Point,See Pip Point,David Miligrim,1,Lawrenceville,9780689851407,David Milgrim,work,2003,1.6 ounces,32,"Fiction,Bees,Balloons,Mice,Friendship,Robots",
Two For The Dough,Two for the Dough,Janet Evanovich,1,,671044206,Janet Evanovich,work,1996,,,,
Uprooted,Uprooted,Naomi Novik,1,Squirrel Hill,920079032,Terrence Heath,work,1983,,,,
Uprooted,Uprooted,Naomi Novik,1,West End,920079032,Terrence Heath,work,1983,,,,
Uprooted,Uprooted,Naomi Novik,1,Beechview,920079032,Terrence Heath,work,1983,,,,
Uprooted,Uprooted,Naomi Novik,1,Allegheny,920079032,Terrence Heath,work,1983,,,,
Uprooted,Uprooted,Naomi Novik,1,Allegheny,920079032,Terrence Heath,work,1983,,,,
Three To Get Deadly,Three to Get Deadly,Janet Evanovich,1,,743267737,Janet Evanovich,work,1998,1.4 pounds,464,,
Four To Score,Four to score,Janet evanovich,1,,786215291,Janet Evanovich,work,1998,,429,"Fiction,Women detectives,Stephanie Plum (Fictitious character),Bounty hunters,Detective and mystery stories,Bail bond agents,Accessible book,Protected DAISY,In library,Popular Print Disabled Books",New Jersey
Inside Outside,"Outside\inside, inside\outside",Lizi Boyd,1,Carrick,9781550723854,David J. Ridley,work,1995,,,,
Inside Outside,"Outside\inside, inside\outside",Lizi Boyd,1,Beechview,9781550723854,David J. Ridley,work,1995,,,,
Lego China,,,1,Carrick,No ISBN Found,,,,,,,
Hot Rod Hamster Monster Truck Mania,,Cynthia Lord,1,Carrick,No ISBN Found,,,,,,,
Dinosaurs,Hh-Dinosaurs-Pncl Stncl,,1,Carrick,9780394823744,Pencil Stencil-Dinosaurs,work,1989,,,,
Dinosaurs,Hh-Dinosaurs-Pncl Stncl,Rod Campbell,3,,9780394823744,Pencil Stencil-Dinosaurs,work,1989,,,,
Dinosaurs,Hh-Dinosaurs-Pncl Stncl,-,1,Brookline,9780394823744,Pencil Stencil-Dinosaurs,work,1989,,,,
Dinosaurs,Hh-Dinosaurs-Pncl Stncl,,1,Brookline,9780394823744,Pencil Stencil-Dinosaurs,work,1989,,,,
Dinosaurs,Hh-Dinosaurs-Pncl Stncl,grace maccarone,1,Main (Oakland),9780394823744,Pencil Stencil-Dinosaurs,work,1989,,,,
Little Critter Hansel And Gretel,Little Critter's Hansel and Gretel,,1,Carrick,880298650,Mercer Mayer,work,1991,,,"Toy and movable books,Fairy tales,Specimens,Folklore,Lift-the-flap books",Germany
Superman,Superman,,1,Carrick,9781401201562,Jerry Siegel,work,1997,,,,
Superman,Superman,,1,Carrick,9781401201562,Jerry Siegel,work,1997,,,,
The Fast And The Furriest,The fast and the furriest,Andy Behrens,1,Carrick,9780375959226,Andy Behrens,work,2010,,,"OverDrive,Fiction,Juvenile Fiction",
Minecraft,Minecraft,,1,Carrick,9780545685153,Nick Farwell,work,2013,,,,
Ugly Truth,The Ugly Truth,,1,Carrick,9780810997936,Jeff Kinney,work,2010,,,,
The Reptile Room,The reptile room,Lemony Snicket,1,Main (Oakland),9727103138,Lemony Snicket,work,1999,,,"Brothers and sisters,Cuentos humorísticos,Ficción juvenil,Fiction,Hermanos,Humorous stories,Huérfanos,Juvenile fiction,Orphans,OverDrive,Counts and countesses,Accessible book,Protected DAISY",
The Reptile Room,The reptile room,Lemony Snicket,2,Main (Oakland),9727103138,Lemony Snicket,work,1999,,,"Brothers and sisters,Cuentos humorísticos,Ficción juvenil,Fiction,Hermanos,Humorous stories,Huérfanos,Juvenile fiction,Orphans,OverDrive,Counts and countesses,Accessible book,Protected DAISY",
The Reptile Room,The reptile room,Lemony Snicket,1,Main (Oakland),9727103138,Lemony Snicket,work,1999,,,"Brothers and sisters,Cuentos humorísticos,Ficción juvenil,Fiction,Hermanos,Humorous stories,Huérfanos,Juvenile fiction,Orphans,OverDrive,Counts and countesses,Accessible book,Protected DAISY",
Hard Luck,We Work Hard (Golden Rules),,1,Carrick,9781904866145,Donna Luck,work,2005,3.5 ounces,,,
Hard Luck,We Work Hard (Golden Rules),Jeff Kinney,1,Main (Oakland),9781904866145,Donna Luck,work,2005,3.5 ounces,,,
Hard Luck,We Work Hard (Golden Rules),,1,Main (Oakland),9781904866145,Donna Luck,work,2005,3.5 ounces,,,
The Three Billy Goats Gruff,Three Billy-Goats Gruff,Paul Galdone,1,Carrick,590630687,Ellen Appleby,work,1985,,,,
The Three Billy Goats Gruff,Three Billy-Goats Gruff,Paul Galdone,1,Brookline,590630687,Ellen Appleby,work,1985,,,,
The Three Billy Goats Gruff,Three Billy-Goats Gruff,Paul Galdone,3,Squirrel Hill,590630687,Ellen Appleby,work,1985,,,,
The Three Billy Goats Gruff,Three Billy-Goats Gruff,Paul Galdone,1,Squirrel Hill,590630687,Ellen Appleby,work,1985,,,,
The Three Billy Goats Gruff,Three Billy-Goats Gruff,Paul Galdone,1,Squirrel Hill,590630687,Ellen Appleby,work,1985,,,,
Never Doing Anything Ever,"never do anything, ever",,1,Carrick,9781415636459,Jamie Kelly,work,2005,,,,
My Pants Are Haunted,My pants are haunted,,1,Carrick,9780439629058,Jim Benton,work,2004,,,"Accessible book,Protected DAISY,Middle school students,Fiction,Teenage girls,Jamie Kellie (Fictitious character),Diaries,Jamie Kelly (Fictitious character)",
Amulet Series Number 7,,,1,Main (Oakland),No ISBN Found,,,,,,,
Poppelton And Friends,,,1,East Liberty,No ISBN Found,,,,,,,
The Wide Window,Wide windows,Lemony Snicket,1,Main (Oakland),No ISBN Found,Jean Gordon Forbes,work,1951,,,,
The Wide Window,Wide windows,Lemony Snicket,1,Main (Oakland),No ISBN Found,Jean Gordon Forbes,work,1951,,,,
The Pretty Committee Strikes Back,,lisi harroson,1,Squirrel Hill,No ISBN Found,,,,,,,
